ID_LISTKU,ZDROJOVY_SOUBOR,TURNE,DATUM,INFO_TEXT,CONTRIBUTOR_TEXT,SOUBOR_SKEN,CENA,MENA,SEKTOR_RADA_SEDADLO,SUPPORTING_ACT,SETLIST,POCET_SKLADEB,SETLIST_URL,SOUBOR_SKEN_1,KATEGORIE
TICKET_0516,konzert-joe-jackson-1999.html,,11th August 1999,"11th August 1999 - New York, NY, U.S.A. - Joe's Pub","Gert Schaumlöffel, Germany",kk-gs-joe-jackson-1999-08-11.jpg,není k dispozici,není k dispozici,není k dispozici,není k dispozici,není k dispozici,0,https://www.setlist.fm/setlist/joe-jackson/1999/joes-pub-new-york-ny-73800e59.html,kk-gs-joe-jackson-1999-08-11.jpg,tickets
TICKET_0517,konzert-joe-jackson-2008.html,RAIN Tour 2008,29th February 2008,"29th February 2008 - Dublin, Ireland - The Olympia Theatre","Steve Whitbread, U.K.",kk-joe-jackson-2008-02-29.jpg,není k dispozici,není k dispozici,"SEAT: 5, Row: C, SeAT: 16",není k dispozici,"Home Town, Steppin' Out, Invisible Man, Too Tough, Real Men, Obvious Song, Stranger Than Fiction, On Your Radio, Solo (So Low), Rush Across the Road, King Pleasure Time, It's Different for Girls, Knowing Me, Knowing You, Dirty Martini, Good Bad Boy, Blaze of Glory, Dirty Love, Is She Really Going Out With Him?, A Slow Song",19,https://www.setlist.fm/setlist/joe-jackson/2008/olympia-theatre-dublin-ireland-53ff138d.html,kk-joe-jackson-2008-02-29.jpg,tickets
TICKET_0518,konzert-joe-jackson-2008.html,RAIN Tour 2008,2nd March 2008,"2nd March 2008 - London, U.K. - Shepherds Bush Empire","Steve Whitbread, U.K.",kk-joe-jackson-2008-03-02.jpg,není k dispozici,není k dispozici,"ROW: B, SEAT: 17",není k dispozici,"Steppin' Out, Invisible Man, Too Tough, Chinatown, Obvious Song, Knowing Me, Knowing You, Stranger Than Fiction, One More Time, Solo (So Low), Rush Across the Road, Scary Monsters (and Super Creeps), It's Different for Girls, King Pleasure Time, Dirty Martini, Take It Like a Man, A Place in the Rain, You Can't Get What You Want (Till You Know What You Want), Is She Really Going Out With Him?, A Slow Song",19,https://www.setlist.fm/setlist/joe-jackson/2008/shepherds-bush-empire-london-U.K.-63fd261b.html,kk-joe-jackson-2008-03-02.jpg,tickets
TICKET_0519,konzert-joe-jackson-2008.html,RAIN Tour 2008,4th March 2008,"4th March 2008 - Paris, France - La Cigale","Mathieu Chartier, France",kk-joe-jackson-2008-03-04.jpg,59.00,EUR,není k dispozici,není k dispozici,"Steppin' Out, Invisible Man, Citizen Sane, Breaking Us in Two, Wasted Time, Goin' Downtown, Stranger Than Fiction, On Your Radio, Solo (So Low), Rush Across the Road, Real Men, The Uptown Train, Scary Monsters (and Super Creeps), It's Different for Girls, Good Bad Boy, Blaze of Glory, You Can't Get What You Want (Till You Know What You Want), Is She Really Going Out With Him?, A Slow Song",19,https://www.setlist.fm/setlist/joe-jackson/2008/la-cigale-paris-france-bcd652a.html,kk-joe-jackson-2008-03-04.jpg,tickets
TICKET_0520,konzert-joe-jackson-2008.html,RAIN Tour 2008,5th March 2008,"5th March 2008 - Brussels, Belgium - Ancienne Belgique","Gert Schaumlöffel, Germany",kk-joe-jackson-2008-03-05.jpg,není k dispozici,není k dispozici,není k dispozici,není k dispozici,"Steppin' Out, Invisible Man, Too Tough, Not Here, Not Now, Cancer, Awkward Age, Rush Across the Road, On Your Radio, Solo (So Low), The Uptown Train, Chinatown, Reelin' In the Years, It's Different for Girls, Good Bad Boy, One More Time, A Place in the Rain, You Can't Get What You Want (Till You Know What You Want), Is She Really Going Out With Him?, A Slow Song",19,https://www.setlist.fm/setlist/joe-jackson/2008/ancienne-belgique-brussels-belgium-5bd4b34c.html,kk-joe-jackson-2008-03-05.jpg,tickets
TICKET_0521,konzert-joe-jackson-2008.html,RAIN Tour 2008,7th March 2008,"7th March 2008 - Amsterdam, Netherlands - Paradiso","Gert Schaumlöffel, Germany",kk-gs-joe-jackson-2008-03-07.jpg,19.30,není k dispozici,není k dispozici,není k dispozici,"Steppin' Out, Invisible Man, Too Tough, Real Men, Chinatown, Wasted Time, Cancer, On Your Radio, Solo (So Low), The Uptown Train, It's Different for Girls, Reelin' In the Years, Awkward Age, Good Bad Boy, One More Time, A Place in the Rain, Scary Monsters (and Super Creeps), Is She Really Going Out With Him?, A Slow Song",19,https://www.setlist.fm/setlist/joe-jackson/2008/grote-zaal-amsterdam-netherlands-3dd4d83.html,kk-gs-joe-jackson-2008-03-07.jpg,tickets
TICKET_0522,konzert-joe-jackson-2008.html,RAIN Tour 2008,8th March 2008,"8th March 2008 - Amsterdam, Netherlands - Paradiso","Gert Schaumlöffel, Germany",kk-gs-joe-jackson-2008-03-08.jpg,19.30,není k dispozici,není k dispozici,není k dispozici,"Steppin' Out, Too Tough, Citizen Sane, Breaking Us in Two, Rush Across the Road, Stranger Than Fiction, Dirty Martini, Take It Like a Man, Solo (So Low), The Uptown Train, Knowing Me, Knowing You, King Pleasure Time, It's Different for Girls, Obvious Song, One More Time, A Place in the Rain, You Can't Get What You Want (Till You Know What You Want), Is She Really Going Out With Him?, A Slow Song",19,https://www.setlist.fm/setlist/joe-jackson/2008/grote-zaal-amsterdam-netherlands-23d2407f.html,kk-gs-joe-jackson-2008-03-08.jpg,tickets
TICKET_0523,konzert-joe-jackson-2008.html,RAIN Tour 2008,10th March 2008,"10th March 2008 - Hamburg, Germany - Fabrik","Rolf Thalmann, Germany",kk-joe-jackson-2008-03-10.jpg,36.40,EUR,není k dispozici,není k dispozici,"Intro: Swirly   Steppin' Out, Invisible Man, Too Tough, Chinatown / Caravan, Cancer, Dirty Martini, King Pleasure Time, On Your Radio, Solo (So Low), Breaking Us in Two, The Uptown Train, Awkward Age, Reelin' In the Years, Good Bad Boy, One More Time, A Place in the Rain, You Can't Get What You Want (Till You Know What You Want), Is She Really Going Out With Him?, A Slow Song",19,https://www.setlist.fm/setlist/joe-jackson/2008/fabrik-hamburg-germany-7bfd2618.html,kk-joe-jackson-2008-03-10.jpg,tickets
TICKET_0524,konzert-joe-jackson-2008.html,RAIN Tour 2008,11th March 2008,"11th March 2008 - Berlin, Germany - Schiller Theater","Björn Krüger, Germany",kk-joe-jackson-2008-03-11.jpg,47.25,EUR,"Reihe: Platz, Rang: Uinks",není k dispozici,"Steppin' Out, Invisible Man, Wasted Time, Real Men, Obvious Song, Cancer, King Pleasure Time, Take It Like a Man, Solo (So Low), Rush Across the Road, Stranger Than Fiction, Scary Monsters (and Super Creeps), It's Different for Girls, Good Bad Boy, One More Time, A Place in the Rain, You Can't Get What You Want (Till You Know What You Want), Is She Really Going Out With Him?, A Slow Song",19,https://www.setlist.fm/setlist/joe-jackson/2008/schiller-theater-berlin-germany-6bfd261e.html,kk-joe-jackson-2008-03-11.jpg,tickets
TICKET_0525,konzert-joe-jackson-2008.html,RAIN Tour 2008,14th March 2008,"14th March 2008 - Zürich, Switzerland - Kaufleuten","Robert Keller, Germany",kk-joe-jackson-2008-03-14.jpg,60.00,CHF,není k dispozici,není k dispozici,"Home Town, Steppin' Out, Too Tough, Citizen Sane, Not Here, Not Now, Cancer, King Pleasure Time, On Your Radio, Solo (So Low), Rush Across the Road, Stranger Than Fiction, Scary Monsters (and Super Creeps), It's Different for Girls, Take It Like a Man, One More Time, A Place in the Rain, Don't Get Around Much Anymore, You Can't Get What You Want (Till You Know What You Want), Is She Really Going Out With Him?, A Slow Song",20,https://www.setlist.fm/setlist/joe-jackson/2008/kaufleuten-zurich-switzerland-63fd2613.html,kk-joe-jackson-2008-03-14.jpg,tickets
TICKET_0526,konzert-joe-jackson-2008.html,RAIN Tour 2008,19th March 2008,"19th March 2008 - Rome, Italy - Auditorium - Parco della musica","Bernardini, Italy",kk-joe-jackson-2008-03-19.jpg,21.00,není k dispozici,není k dispozici,není k dispozici,"Steppin' Out, Citizen Sane, Wasted Time, Real Men, Cancer, King Pleasure Time, Stranger Than Fiction, On Your Radio, Solo (So Low), The Uptown Train, Chinatown / Caravan, Dirty Martini, It's Different for Girls, You Can't Get What You Want (Till You Know What You Want), One More Time, Good Bad Boy, Don't Get Around Much Anymore, Is She Really Going Out With Him?, A Slow Song",19,https://www.setlist.fm/setlist/joe-jackson/2008/sala-sinopoli-auditorium-parco-della-musica-rome-italy-438efb73.html,kk-joe-jackson-2008-03-19.jpg,tickets
TICKET_0527,konzert-joe-jackson-2008.html,RAIN Tour 2008,21st March 2008,"21st March 2008 - Vienna, Austria - Joe Zawinul's Birdland","Thomas Wiesinger, Austria",kk-joe-jackson-2008-03-21.jpg,21.03,není k dispozici,není k dispozici,není k dispozici,"Home Town, Steppin' Out, Another World, Invisible Man, Wasted Time, It's Different for Girls, Cancer, King Pleasure Time, On Your Radio, Solo (So Low), The Uptown Train, Chinatown, Dirty Martini, Good Bad Boy, You Can't Get What You Want (Till You Know What You Want), One More Time, A Place in the Rain, Don't Get Around Much Anymore, Is She Really Going Out With Him?, A Slow Song",20,https://www.setlist.fm/setlist/joe-jackson/2008/birdland-vienna-austria-4b8efb76.html,kk-joe-jackson-2008-03-21.jpg,tickets
TICKET_0528,konzert-joe-jackson-2008.html,RAIN Tour 2008,26th March 2008,"26th March 2008 - Tel Aviv, Israel - Hangar 11 - Arnon Friedman, Israel","Gert Schaumlöffel, Germany","kk-joe-jackson-2008-03-26.jpg, kk-joe-jackson-2008-03-26-2.jpg",20.00,není k dispozici,není k dispozici,není k dispozici,"Invisible Man, Too Tough, It's Different for Girls, Sunday Papers, Citizen Sane, Breaking Us in Two, Wasted Time, Be My Number Two, Solo (So Low), Is She Really Going Out With Him?, You Can't Get What You Want (Till You Know What You Want), Good Bad Boy, Steppin' Out, Real Men, A Slow Song",15,https://www.setlist.fm/setlist/joe-jackson/2008/hangar-11-tel-aviv-israel-13cf018d.html,"kk-joe-jackson-2008-03-26.jpg, kk-joe-jackson-2008-03-26-2.jpg",tickets
TICKET_0529,konzert-joe-jackson-2008.html,RAIN Tour 2008,1st April 2008,"1st April 2008 - Toronto, Canada - The Music Hall","John Wild, Canada",kk-joe-jackson-2008-04-01.jpg,2.50,není k dispozici,seat: eiege,není k dispozici,"Home Town, Steppin' Out, Another World, Too Tough, Citizen Sane, Wasted Time, Cancer, On Your Radio, Solo (So Low), The Uptown Train, Chinatown, Scary Monsters (and Super Creeps), It's Different for Girls, Good Bad Boy, You Can't Get What You Want (Till You Know What You Want), One More Time, A Place in the Rain, Is She Really Going Out With Him?, A Slow Song",19,https://www.setlist.fm/setlist/joe-jackson/2008/danforth-music-hall-toronto-on-canada-53f40379.html,kk-joe-jackson-2008-04-01.jpg,tickets
TICKET_0530,konzert-joe-jackson-2008.html,RAIN Tour 2008,4th April 2008,"4th April 2008 - Glenside, PA, U.S.A. - Keswick Theatre - John Nyman, U.S.A.","Gert Schaumlöffel, Germany","kk-joe-jackson-2008-04-04.jpg, kk-joe-jackson-2008-04-04-2.jpg",82.50,není k dispozici,Sec: tion,není k dispozici,není k dispozici,0,https://www.setlist.fm/setlist/joe-jackson/2008/keswick-theatre-glenside-pa-1bdf75f8.html,"kk-joe-jackson-2008-04-04.jpg, kk-joe-jackson-2008-04-04-2.jpg",tickets
TICKET_0531,konzert-joe-jackson-2008.html,RAIN Tour 2008,5th April 2008,"5th April 2008 - Northampton, MA, U.S.A. - Calvin Theatre","Ken Van Tassell, U.S.A.",kk-joe-jackson-2008-04-05.jpg,49.50,$,"Sec: t, Row: BB, Seat: 109",není k dispozici,"Steppin' Out, Another World, Too Tough, Citizen Sane, Real Men, Goin' Downtown, King Pleasure Time, On Your Radio, Solo (So Low), The Uptown Train, Obvious Song, Reelin' In the Years, It's Different for Girls, Take It Like a Man, One More Time, A Place in the Rain, You Can't Get What You Want (Till You Know What You Want), Is She Really Going Out With Him?, A Slow Song",19,https://www.setlist.fm/setlist/joe-jackson/2008/calvin-theatre-northampton-ma-6be22ec6.html,kk-joe-jackson-2008-04-05.jpg,tickets
TICKET_0532,konzert-joe-jackson-2008.html,RAIN Tour 2008,9th April 2008,"9th April 2008 - Red Bank, NJ, U.S.A. - Count Basie Theatre","Gert Schaumlöffel, Germany",kk-joe-jackson-2008-04-09.jpg,525.00,není k dispozici,"ROW: hcadbie, SEAT: SALE",není k dispozici,"Steppin' Out, Invisible Man, Real Men, Wasted Time, The Uptown Train, Goin' Downtown, Stranger Than Fiction, On Your Radio, Be My Number Two, Solo (So Low), Rush Across the Road, Awkward Age, Dirty Martini, It's Different for Girls, Good Bad Boy, You Can't Get What You Want (Till You Know What You Want), One More Time, Don't Get Around Much Anymore, Is She Really Going Out With Him?, A Slow Song",20,https://www.setlist.fm/setlist/joe-jackson/2008/count-basie-theatre-red-bank-nj-1bcc796c.html,kk-joe-jackson-2008-04-09.jpg,tickets
TICKET_0533,konzert-joe-jackson-2008.html,RAIN Tour 2008,12th April 2008,"12th April 2008 - Kingston, NY, U.S.A. - Ulster Performing Arts Center","Gert Schaumlöffel, Germany",kk-joe-jackson-2008-04-12.jpg,není k dispozici,není k dispozici,"Sec: tion, Seat: Aadmission, sEc: tiorfai7, Row: SEAT",není k dispozici,"Steppin' Out, Invisible Man, Another World, Too Tough, Not Here, Not Now, Frank & Ava, Goin' Downtown, The Uptown Train, On Your Radio, Be My Number Two, Solo (So Low), Rush Across the Road, Reelin' In the Years, It's Different for Girls, Good Bad Boy, One More Time, Blaze of Glory, You Can't Get What You Want (Till You Know What You Want), Is She Really Going Out With Him?, A Slow Song",20,https://www.setlist.fm/setlist/joe-jackson/2008/ulster-performing-arts-centre-kingston-ny-5b8efb58.html,kk-joe-jackson-2008-04-12.jpg,tickets
TICKET_0534,konzert-joe-jackson-2008.html,RAIN Tour 2008,15th April 2008,"15th April 2008 - New York, NY, U.S.A. - Apollo Theater","John Nyman, U.S.A.",kk-joe-jackson-2008-04-15.jpg,není k dispozici,není k dispozici,Sec: ton,není k dispozici,"Steppin' Out, Invisible Man, Too Tough, Not Here, Not Now, Dirty Martini, Cancer, King Pleasure Time, On Your Radio, Solo (So Low), The Uptown Train, Knowing Me, Knowing You, Chinatown, It's Different for Girls, Good Bad Boy, One More Time, A Place in the Rain, You Can't Get What You Want (Till You Know What You Want), Is She Really Going Out With Him?, A Slow Song",19,https://www.setlist.fm/setlist/joe-jackson/2008/apollo-theater-new-york-ny-2bcc2cfe.html,kk-joe-jackson-2008-04-15.jpg,tickets
TICKET_0535,konzert-joe-jackson-2008.html,RAIN Tour 2008,16th April 2008,"16th April 2008 - New York, NY, U.S.A. - The Town Hall - John Nyman, U.S.A.","Gert Schaumlöffel, Germany","kk-joe-jackson-2008-04-16.jpg, kk-joe-jackson-2008-04-16-2.jpg",75.00,není k dispozici,"sec: tion, Seat: Admission",není k dispozici,"Steppin' Out, Invisible Man, Goin' Downtown, Wasted Time, Rush Across the Road, Frank & Ava, Stranger Than Fiction, On Your Radio, Solo (So Low), The Uptown Train, Chinatown / Caravan, Scary Monsters (and Super Creeps), It's Different for Girls, Good Bad Boy, One More Time, A Place in the Rain, You Can't Get What You Want (Till You Know What You Want), Is She Really Going Out With Him?, A Slow Song",19,https://www.setlist.fm/setlist/joe-jackson/2008/the-town-hall-new-york-ny-3bdf186c.html,"kk-joe-jackson-2008-04-16.jpg, kk-joe-jackson-2008-04-16-2.jpg",tickets
TICKET_0536,konzert-joe-jackson-2008.html,RAIN Tour 2008,20th April 2008,"20th April 2008 - Ann Arbor, MI, U.S.A. - Michigan Theater","Gert Schaumlöffel, Germany",kk-joe-jackson-2008-04-20.jpg,není k dispozici,není k dispozici,SEC: TION,není k dispozici,"Steppin' Out, Invisible Man, Goin' Downtown, Breaking Us in Two, Wasted Time, The Uptown Train, Chinatown, On Your Radio, Solo (So Low), Rush Across the Road, Inbetweenies, Awkward Age, It's Different for Girls, Good Bad Boy, You Can't Get What You Want (Till You Know What You Want), One More Time, Don't Get Around Much Anymore, Is She Really Going Out With Him?, A Slow Song",19,https://www.setlist.fm/setlist/joe-jackson/2008/michigan-theatre-ann-arbor-mi-bdbc51a.html,kk-joe-jackson-2008-04-20.jpg,tickets
TICKET_0537,konzert-joe-jackson-2008.html,RAIN Tour 2008,24th April 2008,"24th April 2008 - Chicago, IL, U.S.A. Vic Theatre","Erica Eisner Kosova, U.S.A.",kk-joe-jackson-2008-04-24.jpg,není k dispozici,není k dispozici,není k dispozici,není k dispozici,"Steppin' Out, Invisible Man, Real Men, Rush Across the Road, Awkward Age, Stranger Than Fiction, King Pleasure Time, On Your Radio, Solo (So Low), The Uptown Train, Chinatown, Knowing Me, Knowing You, It's Different for Girls, Good Bad Boy, You Can't Get What You Want (Till You Know What You Want), One More Time, Dirty Love, Is She Really Going Out With Him?, A Slow Song",19,https://www.setlist.fm/setlist/joe-jackson/2008/vic-theatre-chicago-il-53ca9f49.html,kk-joe-jackson-2008-04-24.jpg,tickets
TICKET_0538,konzert-joe-jackson-2008.html,RAIN Tour 2008,1st May 2008,"1st May 2008 - Boulder, CO, U.S.A. - Boulder Theater","Patrick Sullivan, U.S.A.",kk-joe-jackson-2008-05-01.jpg,není k dispozici,není k dispozici,není k dispozici,není k dispozici,"Steppin' Out, Invisible Man, Wasted Time, The Uptown Train, Good Bad Boy, Is She Really Going Out With Him?, You Can't Get What You Want (Till You Know What You Want), One More Time",8,https://www.setlist.fm/setlist/joe-jackson/2008/boulder-theater-boulder-co-be5154a.html,kk-joe-jackson-2008-05-01.jpg,tickets
TICKET_0539,konzert-joe-jackson-2008.html,RAIN Tour 2008,5th May 2008,"5th May 2008 - Vancouver, Canada - Chan Shun Concert Hall","Richard Sheehy, Canada",kk-joe-jackson-2008-05-05.jpg,7.30,není k dispozici,není k dispozici,není k dispozici,"Steppin' Out, Too Tough, Citizen Sane, Goin' Downtown, Wasted Time, Another World, Dirty Martini, On Your Radio, Solo (So Low), The Uptown Train, Scary Monsters (and Super Creeps), It's Different for Girls, Good Bad Boy, You Can't Get What You Want (Till You Know What You Want), One More Time, Don't Get Around Much Anymore, Is She Really Going Out With Him?, A Slow Song",18,https://www.setlist.fm/setlist/joe-jackson/2008/chan-centre-for-performing-arts-vancouver-bc-canada-5b8efb4c.html,kk-joe-jackson-2008-05-05.jpg,tickets
TICKET_0540,konzert-joe-jackson-2008.html,RAIN Tour 2008,11th May 2008,"11th May 2008 - San Diego, CA, U.S.A. - Humphreys","Jenniffer Woodson, U.S.A.",kk-joe-jackson-2008-05-11.jpg,7.30,není k dispozici,"SEC: A3, SEC: TION, SEC: TION, sEc: tio7, SEC: A3",není k dispozici,"Be My Number Two, Another World, Too Tough, Citizen Sane, Wasted Time, It's Different for Girls, Goin' Downtown, On Your Radio, Solo (So Low), Steppin' Out, Awkward Age, Reelin' In the Years, Good Bad Boy, You Can't Get What You Want (Till You Know What You Want), One More Time, Is She Really Going Out With Him?, A Slow Song",17,https://www.setlist.fm/setlist/joe-jackson/2008/humphreys-san-diego-ca-3ff21b7.html,kk-joe-jackson-2008-05-11.jpg,tickets
TICKET_0541,konzert-joe-jackson-2008.html,RAIN Tour 2008,13th May 2008,"13th May 2008 - Los Angeles, CA, U.S.A. - Orpheum Theatre","Jenniffer Woodson, U.S.A.",kk-joe-jackson-2008-05-13.jpg,není k dispozici,není k dispozici,"Sec: ton, Row: Eox, SeC: tion, ROw: MC, SEAT: Uc",není k dispozici,"Steppin' Out, Invisible Man, Not Here, Not Now, Rush Across the Road, Dirty Martini, Stranger Than Fiction, On Your Radio, Solo (So Low), The Uptown Train, Chinatown / Caravan, Scary Monsters (and Super Creeps), It's Different for Girls, Good Bad Boy, You Can't Get What You Want (Till You Know What You Want), One More Time, A Place in the Rain, Is She Really Going Out With Him?, A Slow Song",18,https://www.setlist.fm/setlist/joe-jackson/2008/orpheum-theatre-los-angeles-ca-bc2417e.html,kk-joe-jackson-2008-05-13.jpg,tickets
TICKET_0542,konzert-joe-jackson-2008.html,RAIN Tour 2008,20th May 2008,"20th May 2008 - Brisbane, Australia - Convention Centre","Anna (Nineteen forever), Australia",kk-joe-jackson-2008-05-20.jpg,8.00,není k dispozici,Sec: tio,není k dispozici,"Steppin' Out, Invisible Man, Wasted Time, Real Men, Goin' Downtown, King Pleasure Time, On Your Radio, Solo (So Low), The Uptown Train, Chinatown, Scary Monsters (and Super Creeps), It's Different for Girls, You Can't Get What You Want (Till You Know What You Want), One More Time, A Place in the Rain, Don't Get Around Much Anymore, Is She Really Going Out With Him?, A Slow Song",18,https://www.setlist.fm/setlist/joe-jackson/2008/brisbane-convention-centre-brisbane-australia-6bf4964e.html,kk-joe-jackson-2008-05-20.jpg,tickets
TICKET_0543,konzert-joe-jackson-2008.html,RAIN Tour 2008,3rd June 2008,"3rd June 2008 - Johannesburg, South Africa - Teatro Montecasino No concert this day ... sold in error !","Ian Bowes, South Africa",kk-joe-jackson-2008-06-03.jpg,není k dispozici,není k dispozici,není k dispozici,není k dispozici,není k dispozici,0,není k dispozici,kk-joe-jackson-2008-06-03.jpg,tickets
TICKET_0544,konzert-joe-jackson-2008.html,RAIN Tour 2008,4th June 2008,"4th June 2008 - Johannesburg, South Africa - Teatro Montecasino","Ian Bowes, South Africa",kk-joe-jackson-2008-06-04.jpg,19.00,není k dispozici,není k dispozici,není k dispozici,"Home Town, Steppin' Out, Invisible Man, Breaking Us in Two, Wasted Time, Stranger Than Fiction, King Pleasure Time, On Your Radio, Be My Number Two, Solo (So Low), The Uptown Train, Chinatown, Scary Monsters (and Super Creeps), It's Different for Girls, You Can't Get What You Want (Till You Know What You Want), One More Time, A Place in the Rain, Don't Get Around Much Anymore, Is She Really Going Out With Him?, A Slow Song",20,https://www.setlist.fm/setlist/joe-jackson/2008/teatro-montecasino-johannesburg-south-africa-be1b11e.html,kk-joe-jackson-2008-06-04.jpg,tickets
TICKET_0545,konzert-joe-jackson-2008.html,RAIN Tour 2008,5th June 2008,"5th June 2008 - Johannesburg, South Africa - Teatro Montecasino","Ian Bowes, South Africa",kk-joe-jackson-2008-06-05.jpg,19.00,není k dispozici,není k dispozici,není k dispozici,"Be My Number Two, Another World, Too Tough, Citizen Sane, Real Men, Rush Across the Road, Fools in Love / For Your Love, On Your Radio, Solo (So Low), Steppin' Out, The Uptown Train, Knowing Me, Knowing You, It's Different for Girls, Good Bad Boy, You Can't Get What You Want (Till You Know What You Want), One More Time, Is She Really Going Out With Him?, A Slow Song",18,https://www.setlist.fm/setlist/joe-jackson/2008/teatro-montecasino-johannesburg-south-africa-438efb0f.html,kk-joe-jackson-2008-06-05.jpg,tickets
TICKET_0546,konzert-joe-jackson-2008.html,RAIN Tour 2008,7th June 2008,"7th June 2008 - Cape Town, South Africa - Grand Arena, GrandWest","Ian Bowes, South Africa",kk-joe-jackson-2008-06-07.jpg,20.00,není k dispozici,není k dispozici,není k dispozici,"Steppin' Out, Invisible Man, Real Men, Wasted Time, Goin' Downtown, Fools in Love / For Your Love, King Pleasure Time, On Your Radio, Be My Number Two, Solo (So Low), The Uptown Train, Chinatown, Scary Monsters (and Super Creeps), It's Different for Girls, You Can't Get What You Want (Till You Know What You Want), One More Time, A Place in the Rain, Is She Really Going Out With Him?, A Slow Song",19,https://www.setlist.fm/setlist/joe-jackson/2008/grand-arena-cape-town-south-africa-538efb0d.html,kk-joe-jackson-2008-06-07.jpg,tickets
TICKET_0547,konzert-joe-jackson-2008.html,RAIN Tour 2008,16th June 2008,"16th June 2008 - Wolverhampton, U.K. - Civic Hall","Mike Baggaley, U.K.",kk-joe-jackson-2008-06-16.jpg,není k dispozici,není k dispozici,není k dispozici,SPECIAL GUESTS,není k dispozici,0,https://www.setlist.fm/setlist/joe-jackson/2008/civic-hall-wolverhampton-U.K.-53ea2b49.html,kk-joe-jackson-2008-06-16.jpg,tickets
TICKET_0548,konzert-joe-jackson-2008.html,RAIN Tour 2008,19th June 2008,"19th June 2008 - Manchester, U.K. - Bridgewater Hall - Mike Baggaley, U.K. - 19th June 2008 - Manchester, U.K. - Bridgewater Hall --- Ticket with special folder ---","Nick Gould, U.K.","kk-joe-jackson-2008-06-19.jpg, kk-joe-jackson-2008-06-19-folder.jpg",25.00,není k dispozici,Seat: D,SHELBY LYNNE,není k dispozici,0,https://www.setlist.fm/setlist/joe-jackson/2008/the-bridgewater-hall-manchester-U.K.-63cd2243.html,"kk-joe-jackson-2008-06-19.jpg, kk-joe-jackson-2008-06-19-folder.jpg",tickets
TICKET_0549,konzert-joe-jackson-2008.html,RAIN Tour 2008,21st June 2008,"21st June 2008 - Edinburgh, Scotland - The Queenshall","Gert Schaumlöffel, Germany","kk-joe-jackson-2008-06-21.jpg, kk-joe-jackson-2008-06-21-online.jpg",28.25,není k dispozici,SEAT: 34,není k dispozici,"Be My Number Two, Steppin' Out, Invisible Man, Goin' Downtown, Fools in Love / For Your Love, The Uptown Train, King Pleasure Time, On Your Radio, Solo (So Low), Wasted Time, Stranger Than Fiction, Scary Monsters (and Super Creeps), It's Different for Girls, You Can't Get What You Want (Till You Know What You Want), One More Time, A Place in the Rain, Don't Get Around Much Anymore, Is She Really Going Out With Him?, A Slow Song",19,https://www.setlist.fm/setlist/joe-jackson/2008/the-queens-hall-edinburgh-scotland-439dfb8b.html,"kk-joe-jackson-2008-06-21.jpg, kk-joe-jackson-2008-06-21-online.jpg",tickets
TICKET_0550,konzert-joe-jackson-2008.html,RAIN Tour 2008,22nd June 2008,"Gert Schaumlöffel, Germany - 22nd June 2008 - London, U.K. - Cadogan Hall - 22nd June 2008 - London, U.K. - Cadogan Hall - Julian Stanyer, U.K.","Steve Whitbread, U.K.","kk-joe-jackson-2008-06-22-3.jpg, kk-joe-jackson-2008-06-22.jpg, kk-joe-jackson-2008-06-22-2.jpg",28.50,není k dispozici,není k dispozici,Special Guests,"Be My Number Two, Steppin' Out, Invisible Man, Not Here, Not Now, Goin' Downtown, The Uptown Train, Fools in Love / For Your Love, On Your Radio, Solo (So Low), Wasted Time, Reelin' In the Years, Good Bad Boy, It's Different for Girls, You Can't Get What You Want (Till You Know What You Want), One More Time, A Place in the Rain, What’s the Use of Getting Sober (When You’re Gonna Get Drunk Again)?, Is She Really Going Out With Him?, A Slow Song",19,https://www.setlist.fm/setlist/joe-jackson/2008/cadogan-hall-london-U.K.-63f37a43.html,"kk-joe-jackson-2008-06-22-3.jpg, kk-joe-jackson-2008-06-22.jpg, kk-joe-jackson-2008-06-22-2.jpg",tickets
TICKET_0551,konzert-joe-jackson-2008.html,RAIN Tour 2008,2nd July 2008,"2nd July 2008 - Freiburg, Germany - Festivalgelände am Mundenhof","Jürgen Haberer, Germany",kk-joe-jackson-2008-07-02.jpg,0.00,EUR,Reihe: Platz,Graham Maby and Dave Houghton,"Not Here, Not Now, Fools in Love / For Your Love, The Uptown Train, Steppin' Out, Invisible Man, King Pleasure Time, Take It Like a Man, On Your Radio, Solo (So Low), Rush Across the Road, Goin' Downtown, Scary Monsters (and Super Creeps), It's Different for Girls, You Can't Get What You Want (Till You Know What You Want), One More Time, A Place in the Rain, Don't Get Around Much Anymore, Is She Really Going Out With Him?, A Slow Song",19,https://www.setlist.fm/setlist/joe-jackson/2008/mundenhof-gelande-freiburg-germany-73f29299.html,kk-joe-jackson-2008-07-02.jpg,tickets
